Compound,Channel,Experiment,Dose,Response
Amiodarone,hERG,1,0.0008,0
Amiodarone,hERG,2,0.0008,0
Amiodarone,hERG,3,0.0008,0
Amiodarone,hERG,1,0.08,12
Amiodarone,hERG,2,0.08,17.8
Amiodarone,hERG,3,0.08,14.8
Amiodarone,hERG,1,0.8,37.5
Amiodarone,hERG,2,0.8,62.7
Amiodarone,hERG,3,0.8,60.2
Amiodarone,hERG,1,8,66.5
Amiodarone,hERG,2,8,80.2
Amiodarone,hERG,3,8,73.3
Amiodarone,Nav1.5-peak,1,0.0008,0
Amiodarone,Nav1.5-peak,2,0.0008,0.2
Amiodarone,Nav1.5-peak,3,0.0008,0.04
Amiodarone,Nav1.5-peak,1,0.08,0
Amiodarone,Nav1.5-peak,2,0.08,0.5
Amiodarone,Nav1.5-peak,3,0.08,0.3
Amiodarone,Nav1.5-peak,1,0.8,25.3
Amiodarone,Nav1.5-peak,2,0.8,17.5
Amiodarone,Nav1.5-peak,3,0.8,26.9
Amiodarone,Nav1.5-peak,4,0.8,24.1
Amiodarone,Nav1.5-peak,1,8,60.3
Amiodarone,Nav1.5-peak,2,8,75.3
Amiodarone,Nav1.5-peak,3,8,42.3
Amiodarone,Nav1.5-late,1,0.0008,2.3
Amiodarone,Nav1.5-late,2,0.0008,0
Amiodarone,Nav1.5-late,3,0.0008,0
Amiodarone,Nav1.5-late,1,0.08,21
Amiodarone,Nav1.5-late,2,0.08,13.5
Amiodarone,Nav1.5-late,3,0.08,9.2
Amiodarone,Nav1.5-late,1,0.8,28.4
Amiodarone,Nav1.5-late,2,0.8,23.8
Amiodarone,Nav1.5-late,3,0.8,49.7
Amiodarone,Nav1.5-late,1,8,38.4
Amiodarone,Nav1.5-late,2,8,36.9
Amiodarone,Nav1.5-late,3,8,59.3
Amiodarone,Nav1.5-late,4,8,53.3
Amiodarone,Cav1.2,1,0.0008,0
Amiodarone,Cav1.2,2,0.0008,1.9
Amiodarone,Cav1.2,3,0.0008,0.3
Amiodarone,Cav1.2,1,0.08,17.4
Amiodarone,Cav1.2,2,0.08,12.9
Amiodarone,Cav1.2,3,0.08,19.1
Amiodarone,Cav1.2,1,0.8,36.8
Amiodarone,Cav1.2,2,0.8,52.8
Amiodarone,Cav1.2,3,0.8,40.9
Amiodarone,Cav1.2,1,8,69.2
Amiodarone,Cav1.2,2,8,83.6
Amiodarone,Cav1.2,3,8,69.6
Amiodarone,KvLQT1/mink,1,0.0008,4.6
Amiodarone,KvLQT1/mink,2,0.0008,0
Amiodarone,KvLQT1/mink,3,0.0008,0.5
Amiodarone,KvLQT1/mink,1,0.08,4.3
Amiodarone,KvLQT1/mink,2,0.08,3.9
Amiodarone,KvLQT1/mink,3,0.08,3.5
Amiodarone,KvLQT1/mink,1,0.8,13.3
Amiodarone,KvLQT1/mink,2,0.8,20.9
Amiodarone,KvLQT1/mink,3,0.8,9.6
Amiodarone,KvLQT1/mink,1,8,23.6
Amiodarone,KvLQT1/mink,2,8,39.9
Amiodarone,KvLQT1/mink,3,8,48.7
Amiodarone,Kv4.3,1,0.0008,6.2
Amiodarone,Kv4.3,2,0.0008,1.6
Amiodarone,Kv4.3,3,0.0008,4.6
Amiodarone,Kv4.3,4,0.0008,14.3
Amiodarone,Kv4.3,1,0.08,18.5
Amiodarone,Kv4.3,2,0.08,27
Amiodarone,Kv4.3,3,0.08,6.1
Amiodarone,Kv4.3,4,0.08,27.3
Amiodarone,Kv4.3,1,0.8,38.5
Amiodarone,Kv4.3,2,0.8,49.3
Amiodarone,Kv4.3,3,0.8,19.7
Amiodarone,Kv4.3,4,0.8,28.6
Amiodarone,Kv4.3,1,8,74.9
Amiodarone,Kv4.3,2,8,45.5
Amiodarone,Kv4.3,3,8,55.9
Amiodarone,Kir2.1,1,0.0008,2.9
Amiodarone,Kir2.1,2,0.0008,0
Amiodarone,Kir2.1,3,0.0008,3.4
Amiodarone,Kir2.1,1,0.08,0
Amiodarone,Kir2.1,2,0.08,0
Amiodarone,Kir2.1,3,0.08,0
Amiodarone,Kir2.1,1,0.8,0.9
Amiodarone,Kir2.1,2,0.8,3.5
Amiodarone,Kir2.1,3,0.8,0
Amiodarone,Kir2.1,1,8,1.5
Amiodarone,Kir2.1,2,8,0
Amiodarone,Kir2.1,3,8,0
Amitriptyline,hERG,1,0.036,0
Amitriptyline,hERG,2,0.036,0
Amitriptyline,hERG,3,0.036,2.7
Amitriptyline,hERG,1,0.36,11.1
Amitriptyline,hERG,2,0.36,7.4
Amitriptyline,hERG,3,0.36,17.2
Amitriptyline,hERG,1,3.6,34.2
Amitriptyline,hERG,2,3.6,52.3
Amitriptyline,hERG,3,3.6,58
Amitriptyline,hERG,1,36,92.6
Amitriptyline,hERG,2,36,94.8
Amitriptyline,hERG,3,36,88.2
Amitriptyline,Nav1.5-peak,1,0.036,3.1
Amitriptyline,Nav1.5-peak,2,0.036,0
Amitriptyline,Nav1.5-peak,3,0.036,0
Amitriptyline,Nav1.5-peak,1,0.36,8
Amitriptyline,Nav1.5-peak,2,0.36,11.6
Amitriptyline,Nav1.5-peak,3,0.36,14.5
Amitriptyline,Nav1.5-peak,1,3.6,28.3
Amitriptyline,Nav1.5-peak,2,3.6,34.1
Amitriptyline,Nav1.5-peak,3,3.6,37.7
Amitriptyline,Nav1.5-peak,1,36,95.4
Amitriptyline,Nav1.5-peak,2,36,91.4
Amitriptyline,Nav1.5-peak,3,36,95.7
Amitriptyline,Nav1.5-late,1,0.036,0
Amitriptyline,Nav1.5-late,2,0.036,0
Amitriptyline,Nav1.5-late,3,0.036,5.8
Amitriptyline,Nav1.5-late,1,0.36,30.5
Amitriptyline,Nav1.5-late,2,0.36,20.4
Amitriptyline,Nav1.5-late,3,0.36,30.3
Amitriptyline,Nav1.5-late,1,3.6,47.5
Amitriptyline,Nav1.5-late,2,3.6,34.9
Amitriptyline,Nav1.5-late,3,3.6,51.8
Amitriptyline,Nav1.5-late,1,36,85.4
Amitriptyline,Nav1.5-late,2,36,66
Amitriptyline,Nav1.5-late,3,36,74.4
Amitriptyline,Cav1.2,1,0.036,4
Amitriptyline,Cav1.2,2,0.036,6.4
Amitriptyline,Cav1.2,3,0.036,5.8
Amitriptyline,Cav1.2,1,0.36,24.5
Amitriptyline,Cav1.2,2,0.36,17.4
Amitriptyline,Cav1.2,3,0.36,19.8
Amitriptyline,Cav1.2,1,3.6,76.7
Amitriptyline,Cav1.2,2,3.6,64.9
Amitriptyline,Cav1.2,3,3.6,82.2
Amitriptyline,Cav1.2,1,36,97.8
Amitriptyline,Cav1.2,2,36,93.1
Amitriptyline,Cav1.2,3,36,93.8
Amitriptyline,KvLQT1/mink,1,0.036,10.1
Amitriptyline,KvLQT1/mink,2,0.036,16.6
Amitriptyline,KvLQT1/mink,3,0.036,9.7
Amitriptyline,KvLQT1/mink,1,0.36,34.8
Amitriptyline,KvLQT1/mink,2,0.36,27.2
Amitriptyline,KvLQT1/mink,3,0.36,21.8
Amitriptyline,KvLQT1/mink,1,3.6,44.1
Amitriptyline,KvLQT1/mink,2,3.6,48.8
Amitriptyline,KvLQT1/mink,3,3.6,57.7
Amitriptyline,KvLQT1/mink,1,36,93.3
Amitriptyline,KvLQT1/mink,2,36,62.3
Amitriptyline,KvLQT1/mink,3,36,82.4
Amitriptyline,KvLQT1/mink,4,36,81.9
Amitriptyline,Kv4.3,1,0.036,26.1
Amitriptyline,Kv4.3,2,0.036,50.8
Amitriptyline,Kv4.3,3,0.036,19.7
Amitriptyline,Kv4.3,4,0.036,-2.6
Amitriptyline,Kv4.3,5,0.036,0
Amitriptyline,Kv4.3,1,0.36,47.8
Amitriptyline,Kv4.3,2,0.36,58.8
Amitriptyline,Kv4.3,3,0.36,3.6
Amitriptyline,Kv4.3,4,0.36,11.7
Amitriptyline,Kv4.3,1,3.6,63.8
Amitriptyline,Kv4.3,2,3.6,80.9
Amitriptyline,Kv4.3,3,3.6,12
Amitriptyline,Kv4.3,4,3.6,19.5
Amitriptyline,Kv4.3,1,36,80
Amitriptyline,Kv4.3,2,36,87.7
Amitriptyline,Kv4.3,3,36,71.7
Amitriptyline,Kv4.3,4,36,80
Amitriptyline,Kv4.3,5,36,87.7
Amitriptyline,Kv4.3,6,36,80
Amitriptyline,Kir2.1,1,0.036,0
Amitriptyline,Kir2.1,2,0.036,0
Amitriptyline,Kir2.1,3,0.036,0
Amitriptyline,Kir2.1,1,0.36,0
Amitriptyline,Kir2.1,2,0.36,2.3
Amitriptyline,Kir2.1,3,0.36,5.2
Amitriptyline,Kir2.1,1,3.6,0
Amitriptyline,Kir2.1,2,3.6,1.7
Amitriptyline,Kir2.1,3,3.6,0
Amitriptyline,Kir2.1,1,36,0
Amitriptyline,Kir2.1,2,36,2.6
Amitriptyline,Kir2.1,3,36,12.2
Azithromycin,hERG,1,2,10.5
Azithromycin,hERG,2,2,10.6
Azithromycin,hERG,3,2,21.4
Azithromycin,hERG,1,20,34
Azithromycin,hERG,2,20,21.1
Azithromycin,hERG,3,20,55.8
Azithromycin,hERG,1,100,48.4
Azithromycin,hERG,2,100,36.2
Azithromycin,hERG,3,100,70.3
Azithromycin,hERG,1,300,73.7
Azithromycin,hERG,2,300,60.4
Azithromycin,hERG,3,300,70.7
Azithromycin,Nav1.5-peak,1,2,0
Azithromycin,Nav1.5-peak,2,2,0
Azithromycin,Nav1.5-peak,3,2,0
Azithromycin,Nav1.5-peak,1,20,0
Azithromycin,Nav1.5-peak,2,20,0
Azithromycin,Nav1.5-peak,3,20,4.1
Azithromycin,Nav1.5-peak,1,100,3.4
Azithromycin,Nav1.5-peak,2,100,0
Azithromycin,Nav1.5-peak,3,100,2.2
Azithromycin,Nav1.5-peak,1,300,18.9
Azithromycin,Nav1.5-peak,2,300,6
Azithromycin,Nav1.5-peak,3,300,17.5
Azithromycin,Nav1.5-late,1,2,0
Azithromycin,Nav1.5-late,2,2,2.4
Azithromycin,Nav1.5-late,3,2,3.2
Azithromycin,Nav1.5-late,1,20,0.9
Azithromycin,Nav1.5-late,2,20,7.8
Azithromycin,Nav1.5-late,3,20,3.9
Azithromycin,Nav1.5-late,1,100,23.3
Azithromycin,Nav1.5-late,2,100,20.9
Azithromycin,Nav1.5-late,3,100,24.4
Azithromycin,Nav1.5-late,1,300,64.2
Azithromycin,Nav1.5-late,2,300,80.7
Azithromycin,Nav1.5-late,3,300,66.6
Azithromycin,Cav1.2,1,2,0
Azithromycin,Cav1.2,2,2,0
Azithromycin,Cav1.2,3,2,0
Azithromycin,Cav1.2,1,20,0
Azithromycin,Cav1.2,2,20,0
Azithromycin,Cav1.2,3,20,0
Azithromycin,Cav1.2,1,100,1.5
Azithromycin,Cav1.2,2,100,0
Azithromycin,Cav1.2,3,100,3.8
Azithromycin,Cav1.2,4,100,2.6
Azithromycin,Cav1.2,5,100,0.3
Azithromycin,Cav1.2,1,300,28.8
Azithromycin,Cav1.2,2,300,5.6
Azithromycin,Cav1.2,3,300,8.7
Azithromycin,Cav1.2,4,300,13.7
Azithromycin,KvLQT1/mink,1,2,0
Azithromycin,KvLQT1/mink,2,2,0
Azithromycin,KvLQT1/mink,3,2,0
Azithromycin,KvLQT1/mink,1,20,0
Azithromycin,KvLQT1/mink,2,20,0
Azithromycin,KvLQT1/mink,3,20,0
Azithromycin,KvLQT1/mink,1,100,11.9
Azithromycin,KvLQT1/mink,2,100,10.5
Azithromycin,KvLQT1/mink,3,100,11.7
Azithromycin,KvLQT1/mink,1,300,31.4
Azithromycin,KvLQT1/mink,2,300,19.3
Azithromycin,KvLQT1/mink,3,300,39.1
Azithromycin,KvLQT1/mink,4,300,50.7
Azithromycin,Kv4.3,1,2,9.6
Azithromycin,Kv4.3,2,2,19.2
Azithromycin,Kv4.3,3,2,10.4
Azithromycin,Kv4.3,1,20,47.9
Azithromycin,Kv4.3,2,20,44.2
Azithromycin,Kv4.3,3,20,6.1
Azithromycin,Kv4.3,1,100,68.5
Azithromycin,Kv4.3,2,100,55.7
Azithromycin,Kv4.3,3,100,18.4
Azithromycin,Kv4.3,1,300,83.6
Azithromycin,Kv4.3,2,300,67.3
Azithromycin,Kv4.3,3,300,53.8
Azithromycin,Kir2.1,1,2,0
Azithromycin,Kir2.1,2,2,0
Azithromycin,Kir2.1,3,2,0
Azithromycin,Kir2.1,1,20,0
Azithromycin,Kir2.1,2,20,0
Azithromycin,Kir2.1,3,20,0
Azithromycin,Kir2.1,1,100,0
Azithromycin,Kir2.1,2,100,0
Azithromycin,Kir2.1,3,100,0
Azithromycin,Kir2.1,1,300,3.6
Azithromycin,Kir2.1,2,300,5.4
Azithromycin,Kir2.1,3,300,2.8
Bepridil,hERG,1,0.03,24.2
Bepridil,hERG,2,0.03,15.5
Bepridil,hERG,3,0.03,12.5
Bepridil,hERG,1,0.18,83.9
Bepridil,hERG,2,0.18,50.2
Bepridil,hERG,3,0.18,38.2
Bepridil,hERG,1,0.9,94.7
Bepridil,hERG,2,0.9,78
Bepridil,hERG,3,0.9,64
Bepridil,hERG,1,3,100
Bepridil,hERG,2,3,100
Bepridil,hERG,3,3,84.2
Bepridil,Nav1.5-peak,1,0.03,0
Bepridil,Nav1.5-peak,2,0.03,2.2
Bepridil,Nav1.5-peak,3,0.03,1.2
Bepridil,Nav1.5-peak,1,0.18,5.4
Bepridil,Nav1.5-peak,2,0.18,7.9
Bepridil,Nav1.5-peak,3,0.18,8.1
Bepridil,Nav1.5-peak,4,0.18,13.9
Bepridil,Nav1.5-peak,1,0.9,15.2
Bepridil,Nav1.5-peak,2,0.9,9.1
Bepridil,Nav1.5-peak,3,0.9,13.1
Bepridil,Nav1.5-peak,1,3,61.7
Bepridil,Nav1.5-peak,2,3,53.7
Bepridil,Nav1.5-peak,3,3,42.8
Bepridil,Nav1.5-peak,4,3,48.6
Bepridil,Nav1.5-late,1,0.03,2
Bepridil,Nav1.5-late,2,0.03,5.9
Bepridil,Nav1.5-late,3,0.03,0
Bepridil,Nav1.5-late,1,0.18,2.9
Bepridil,Nav1.5-late,2,0.18,5.5
Bepridil,Nav1.5-late,3,0.18,0
Bepridil,Nav1.5-late,1,0.9,20.7
Bepridil,Nav1.5-late,2,0.9,28.3
Bepridil,Nav1.5-late,3,0.9,32.8
Bepridil,Nav1.5-late,1,3,61.4
Bepridil,Nav1.5-late,2,3,61.5
Bepridil,Nav1.5-late,3,3,78.1
Bepridil,Cav1.2,1,0.03,3.7
Bepridil,Cav1.2,2,0.03,1.6
Bepridil,Cav1.2,3,0.03,7.4
Bepridil,Cav1.2,1,0.18,25.8
Bepridil,Cav1.2,2,0.18,7.7
Bepridil,Cav1.2,3,0.18,9.9
Bepridil,Cav1.2,1,0.9,46.7
Bepridil,Cav1.2,2,0.9,26.1
Bepridil,Cav1.2,3,0.9,25.9
Bepridil,Cav1.2,1,3,57
Bepridil,Cav1.2,2,3,50.2
Bepridil,Cav1.2,3,3,44.9
Bepridil,KvLQT1/mink,1,0.03,0
Bepridil,KvLQT1/mink,2,0.03,0.9
Bepridil,KvLQT1/mink,3,0.03,0
Bepridil,KvLQT1/mink,1,0.18,0
Bepridil,KvLQT1/mink,2,0.18,0.7
Bepridil,KvLQT1/mink,3,0.18,0
Bepridil,KvLQT1/mink,1,0.9,2.4
Bepridil,KvLQT1/mink,2,0.9,17.9
Bepridil,KvLQT1/mink,3,0.9,11.2
Bepridil,KvLQT1/mink,4,0.9,7.3
Bepridil,KvLQT1/mink,1,3,18.8
Bepridil,KvLQT1/mink,2,3,14.6
Bepridil,KvLQT1/mink,3,3,15.2
Bepridil,Kv4.3,1,0.03,0
Bepridil,Kv4.3,2,0.03,0
Bepridil,Kv4.3,3,0.03,0
Bepridil,Kv4.3,1,0.18,0.2
Bepridil,Kv4.3,2,0.18,0
Bepridil,Kv4.3,3,0.18,0
Bepridil,Kv4.3,1,0.9,0.1
Bepridil,Kv4.3,2,0.9,0
Bepridil,Kv4.3,3,0.9,0
Bepridil,Kv4.3,1,3,0
Bepridil,Kv4.3,2,3,6.2
Bepridil,Kv4.3,3,3,3.2
Bepridil,Kv4.3,4,3,0
Bepridil,Kir2.1,1,0.03,2.9
Bepridil,Kir2.1,2,0.03,0.5
Bepridil,Kir2.1,3,0.03,0
Bepridil,Kir2.1,1,0.18,0
Bepridil,Kir2.1,2,0.18,0.2
Bepridil,Kir2.1,3,0.18,0
Bepridil,Kir2.1,1,0.9,0
Bepridil,Kir2.1,2,0.9,0
Bepridil,Kir2.1,3,0.9,0.4
Bepridil,Kir2.1,1,3,0
Bepridil,Kir2.1,2,3,0
Bepridil,Kir2.1,3,3,1.6
Chloroquine,hERG,1,0.25,5.5
Chloroquine,hERG,2,0.25,4.5
Chloroquine,hERG,3,0.25,7.9
Chloroquine,hERG,1,0.75,14.8
Chloroquine,hERG,2,0.75,22.3
Chloroquine,hERG,3,0.75,23.4
Chloroquine,hERG,1,2.5,42.2
Chloroquine,hERG,2,2.5,27.7
Chloroquine,hERG,3,2.5,50.5
Chloroquine,hERG,1,25,66.7
Chloroquine,hERG,2,25,66
Chloroquine,hERG,3,25,65.6
Chloroquine,Nav1.5-peak,1,0.25,0
Chloroquine,Nav1.5-peak,2,0.25,0
Chloroquine,Nav1.5-peak,3,0.25,1.1
Chloroquine,Nav1.5-peak,1,0.75,0
Chloroquine,Nav1.5-peak,2,0.75,0
Chloroquine,Nav1.5-peak,3,0.75,1.6
Chloroquine,Nav1.5-peak,1,2.5,0
Chloroquine,Nav1.5-peak,2,2.5,4.9
Chloroquine,Nav1.5-peak,3,2.5,9.1
Chloroquine,Nav1.5-peak,1,25,13.3
Chloroquine,Nav1.5-peak,2,25,21.6
Chloroquine,Nav1.5-peak,3,25,14.4
Chloroquine,Nav1.5-late,1,0.25,1.9
Chloroquine,Nav1.5-late,2,0.25,2.8
Chloroquine,Nav1.5-late,3,0.25,0
Chloroquine,Nav1.5-late,1,0.75,3.9
Chloroquine,Nav1.5-late,2,0.75,12
Chloroquine,Nav1.5-late,3,0.75,0
Chloroquine,Nav1.5-late,1,2.5,7.2
Chloroquine,Nav1.5-late,2,2.5,10.6
Chloroquine,Nav1.5-late,3,2.5,12.7
Chloroquine,Nav1.5-late,1,25,38.2
Chloroquine,Nav1.5-late,2,25,24.1
Chloroquine,Nav1.5-late,3,25,9.9
Chloroquine,Cav1.2,1,0.25,4.8
Chloroquine,Cav1.2,2,0.25,0
Chloroquine,Cav1.2,3,0.25,0.9
Chloroquine,Cav1.2,1,0.75,7
Chloroquine,Cav1.2,2,0.75,0
Chloroquine,Cav1.2,3,0.75,1.6
Chloroquine,Cav1.2,1,2.5,7.8
Chloroquine,Cav1.2,2,2.5,0
Chloroquine,Cav1.2,3,2.5,1
Chloroquine,Cav1.2,1,25,2.5
Chloroquine,Cav1.2,2,25,2.8
Chloroquine,Cav1.2,3,25,11.8
Chloroquine,KvLQT1/mink,1,0.25,0
Chloroquine,KvLQT1/mink,2,0.25,0.8
Chloroquine,KvLQT1/mink,3,0.25,0
Chloroquine,KvLQT1/mink,1,0.75,0.4
Chloroquine,KvLQT1/mink,2,0.75,0
Chloroquine,KvLQT1/mink,3,0.75,0
Chloroquine,KvLQT1/mink,1,2.5,3.3
Chloroquine,KvLQT1/mink,2,2.5,0.2
Chloroquine,KvLQT1/mink,3,2.5,1.8
Chloroquine,KvLQT1/mink,1,25,17.2
Chloroquine,KvLQT1/mink,2,25,22
Chloroquine,KvLQT1/mink,3,25,11.3
Chloroquine,Kv4.3,1,0.25,3.5
Chloroquine,Kv4.3,2,0.25,0
Chloroquine,Kv4.3,3,0.25,0
Chloroquine,Kv4.3,1,0.75,4.4
Chloroquine,Kv4.3,2,0.75,0.6
Chloroquine,Kv4.3,3,0.75,0
Chloroquine,Kv4.3,1,2.5,0
Chloroquine,Kv4.3,2,2.5,2.8
Chloroquine,Kv4.3,3,2.5,1
Chloroquine,Kv4.3,1,25,4.9
Chloroquine,Kv4.3,2,25,0
Chloroquine,Kv4.3,3,25,3.9
Chloroquine,Kv4.3,4,25,11.9
Chloroquine,Kv4.3,5,25,0
Chloroquine,Kv4.3,6,25,0.8
Chloroquine,Kir2.1,1,0.25,0
Chloroquine,Kir2.1,2,0.25,0
Chloroquine,Kir2.1,3,0.25,0
Chloroquine,Kir2.1,1,0.75,6.8
Chloroquine,Kir2.1,2,0.75,11.2
Chloroquine,Kir2.1,3,0.75,9
Chloroquine,Kir2.1,1,2.5,20.1
Chloroquine,Kir2.1,2,2.5,32.8
Chloroquine,Kir2.1,3,2.5,26.7
Chloroquine,Kir2.1,1,25,58.6
Chloroquine,Kir2.1,2,25,73.4
Chloroquine,Kir2.1,3,25,65.3
Chlorpromazine,hERG,1,0.035,3.3
Chlorpromazine,hERG,2,0.035,3.1
Chlorpromazine,hERG,3,0.035,0
Chlorpromazine,hERG,1,0.35,23
Chlorpromazine,hERG,2,0.35,25.6
Chlorpromazine,hERG,3,0.35,23.9
Chlorpromazine,hERG,1,1.75,71.6
Chlorpromazine,hERG,2,1.75,59.2
Chlorpromazine,hERG,3,1.75,62.3
Chlorpromazine,hERG,1,10.5,82.1
Chlorpromazine,hERG,2,10.5,70.3
Chlorpromazine,hERG,3,10.5,94.8
Chlorpromazine,Nav1.5-peak,1,0.035,1.1
Chlorpromazine,Nav1.5-peak,2,0.035,0.05
Chlorpromazine,Nav1.5-peak,3,0.035,0
Chlorpromazine,Nav1.5-peak,1,0.35,0
Chlorpromazine,Nav1.5-peak,2,0.35,0
Chlorpromazine,Nav1.5-peak,3,0.35,0
Chlorpromazine,Nav1.5-peak,1,1.75,10
Chlorpromazine,Nav1.5-peak,2,1.75,17.2
Chlorpromazine,Nav1.5-peak,3,1.75,12
Chlorpromazine,Nav1.5-peak,1,10.5,71.7
Chlorpromazine,Nav1.5-peak,2,10.5,82.5
Chlorpromazine,Nav1.5-peak,3,10.5,98.4
Chlorpromazine,Nav1.5-late,1,0.035,0
Chlorpromazine,Nav1.5-late,2,0.035,1
Chlorpromazine,Nav1.5-late,3,0.035,0
Chlorpromazine,Nav1.5-late,1,0.35,8.5
Chlorpromazine,Nav1.5-late,2,0.35,9.8
Chlorpromazine,Nav1.5-late,3,0.35,13
Chlorpromazine,Nav1.5-late,1,1.75,29.1
Chlorpromazine,Nav1.5-late,2,1.75,25.1
Chlorpromazine,Nav1.5-late,3,1.75,28.4
Chlorpromazine,Nav1.5-late,1,10.5,80.8
Chlorpromazine,Nav1.5-late,2,10.5,63.8
Chlorpromazine,Nav1.5-late,3,10.5,63.1
Chlorpromazine,Cav1.2,1,0.035,5.2
Chlorpromazine,Cav1.2,2,0.035,3.1
Chlorpromazine,Cav1.2,3,0.035,1.8
Chlorpromazine,Cav1.2,1,0.35,5.7
Chlorpromazine,Cav1.2,2,0.35,5.2
Chlorpromazine,Cav1.2,3,0.35,8.8
Chlorpromazine,Cav1.2,1,1.75,26
Chlorpromazine,Cav1.2,2,1.75,16.5
Chlorpromazine,Cav1.2,3,1.75,20.2
Chlorpromazine,Cav1.2,1,10.5,46.9
Chlorpromazine,Cav1.2,2,10.5,71.3
Chlorpromazine,Cav1.2,3,10.5,48.1
Chlorpromazine,KvLQT1/mink,1,0.035,3.8
Chlorpromazine,KvLQT1/mink,2,0.035,1.7
Chlorpromazine,KvLQT1/mink,3,0.035,0.02
Chlorpromazine,KvLQT1/mink,1,0.35,0.9
Chlorpromazine,KvLQT1/mink,2,0.35,5.7
Chlorpromazine,KvLQT1/mink,3,0.35,5.3
Chlorpromazine,KvLQT1/mink,1,1.75,0.8
Chlorpromazine,KvLQT1/mink,2,1.75,6.4
Chlorpromazine,KvLQT1/mink,3,1.75,6.9
Chlorpromazine,KvLQT1/mink,1,10.5,3.9
Chlorpromazine,KvLQT1/mink,2,10.5,11.5
Chlorpromazine,KvLQT1/mink,3,10.5,0.2
Chlorpromazine,Kv4.3,1,0.035,0
Chlorpromazine,Kv4.3,2,0.035,0
Chlorpromazine,Kv4.3,3,0.035,1.8
Chlorpromazine,Kv4.3,1,0.35,0
Chlorpromazine,Kv4.3,2,0.35,0.9
Chlorpromazine,Kv4.3,3,0.35,3.1
Chlorpromazine,Kv4.3,1,1.75,0
Chlorpromazine,Kv4.3,2,1.75,1.4
Chlorpromazine,Kv4.3,3,1.75,10.9
Chlorpromazine,Kv4.3,1,10.5,10.4
Chlorpromazine,Kv4.3,2,10.5,5.7
Chlorpromazine,Kv4.3,3,10.5,1.9
Chlorpromazine,Kir2.1,1,0.035,0
Chlorpromazine,Kir2.1,2,0.035,0
Chlorpromazine,Kir2.1,3,0.035,0
Chlorpromazine,Kir2.1,1,0.35,6.7
Chlorpromazine,Kir2.1,2,0.35,4.8
Chlorpromazine,Kir2.1,3,0.35,10.3
Chlorpromazine,Kir2.1,1,1.75,26.8
Chlorpromazine,Kir2.1,2,1.75,21
Chlorpromazine,Kir2.1,3,1.75,32.8
Chlorpromazine,Kir2.1,1,10.5,41.2
Chlorpromazine,Kir2.1,2,10.5,48.6
Chlorpromazine,Kir2.1,3,10.5,63.4
Cibenzoline,hERG,1,0.6,14.4
Cibenzoline,hERG,2,0.6,18.4
Cibenzoline,hERG,3,0.6,22.8
Cibenzoline,hERG,4,0.6,23.6
Cibenzoline,hERG,1,1.8,53.1
Cibenzoline,hERG,2,1.8,49.1
Cibenzoline,hERG,3,1.8,57.2
Cibenzoline,hERG,1,6,80.9
Cibenzoline,hERG,2,6,71.3
Cibenzoline,hERG,3,6,61.6
Cibenzoline,hERG,1,60,90.1
Cibenzoline,hERG,2,60,95.6
Cibenzoline,hERG,3,60,78.9
Cibenzoline,Nav1.5-peak,1,0.6,0.1
Cibenzoline,Nav1.5-peak,2,0.6,0
Cibenzoline,Nav1.5-peak,3,0.6,0
Cibenzoline,Nav1.5-peak,1,1.8,2.3
Cibenzoline,Nav1.5-peak,2,1.8,5.5
Cibenzoline,Nav1.5-peak,3,1.8,2.3
Cibenzoline,Nav1.5-peak,1,6,12.8
Cibenzoline,Nav1.5-peak,2,6,18.3
Cibenzoline,Nav1.5-peak,3,6,21.2
Cibenzoline,Nav1.5-peak,1,60,70.3
Cibenzoline,Nav1.5-peak,2,60,84.9
Cibenzoline,Nav1.5-peak,3,60,77.9
Cibenzoline,Nav1.5-late,1,0.6,0
Cibenzoline,Nav1.5-late,2,0.6,3
Cibenzoline,Nav1.5-late,3,0.6,1.5
Cibenzoline,Nav1.5-late,1,1.8,0
Cibenzoline,Nav1.5-late,2,1.8,4.5
Cibenzoline,Nav1.5-late,3,1.8,0
Cibenzoline,Nav1.5-late,1,6,32.3
Cibenzoline,Nav1.5-late,2,6,18.2
Cibenzoline,Nav1.5-late,3,6,12.8
Cibenzoline,Nav1.5-late,1,60,59.5
Cibenzoline,Nav1.5-late,2,60,36.2
Cibenzoline,Nav1.5-late,3,60,57.3
Cibenzoline,Cav1.2,1,0.6,0
Cibenzoline,Cav1.2,2,0.6,0.9
Cibenzoline,Cav1.2,3,0.6,1.2
Cibenzoline,Cav1.2,1,1.8,2.8
Cibenzoline,Cav1.2,2,1.8,2.9
Cibenzoline,Cav1.2,3,1.8,4.3
Cibenzoline,Cav1.2,1,6,14.8
Cibenzoline,Cav1.2,2,6,10.6
Cibenzoline,Cav1.2,3,6,6.7
Cibenzoline,Cav1.2,1,60,28.6
Cibenzoline,Cav1.2,2,60,31.8
Cibenzoline,Cav1.2,3,60,23.8
Cibenzoline,KvLQT1/mink,1,0.6,0
Cibenzoline,KvLQT1/mink,2,0.6,0.2
Cibenzoline,KvLQT1/mink,3,0.6,2.3
Cibenzoline,KvLQT1/mink,1,1.8,5.6
Cibenzoline,KvLQT1/mink,2,1.8,0.9
Cibenzoline,KvLQT1/mink,3,1.8,4
Cibenzoline,KvLQT1/mink,1,6,10.3
Cibenzoline,KvLQT1/mink,2,6,0
